hash	short	date	author	subject
d104a9737c59b1f377e05d003f1a5087fb6ef2ea	d104a97	2026-04-05	Minervamuses	fix: increase gen_llm max_tokens from 500 to 4096
1889eac65b945412422c54710c05a27efe4cd756	1889eac	2026-04-05	Minervamuses	fix: catch all agent errors in e2e evaluator gracefully
55c9c0c160b517d1cdbfbc3d4da319223169bac9	55c9c0c	2026-04-05	Minervamuses	fix: handle None content from LLM response in OpenRouterLLM.invoke()
588c791277e8ef065d7dff1d3dabc90c60842aa5	588c791	2026-04-05	Minervamuses	refactor: track store/eval/ results while keeping chroma store ignored
508e196fcd109d58e2afb00acd664321e23147b1	508e196	2026-04-11	Minervamuses	feat: add Ollama chunk quality filter and swap agent LLM to glm-5
0971332b9b2015edb03ec60fde3add317f532687	0971332	2026-04-13	Codex	Bound agent context
e757dacbdcc4f429a31f7541f367aef62707f7fb	e757dac	2026-04-13	Codex	Add experiment note
f8ac1ffec63674b7676a1338702ac356755d61a5	f8ac1ff	2026-04-13	Codex	fix: enforce structured judge output in e2e eval
f6ce5c3e36569276365787129686534ec7a1753a	f6ce5c3	2026-04-18	Codex	test: add smoke baseline for decoupling refactor
80eafb3fdd44d890a3be68f61b5cea345f51a25a	80eafb3	2026-04-18	Codex	refactor: move _extract_date to kms/utils/paths
72177bc3e3ab1fe0b2847c462ecbd916b03dc3a0	72177bc	2026-04-18	Codex	refactor: centralise folder_meta.json path in KMSConfig
99da6f7749141ee031efe477fc9ec7be9c5f6e3b	99da6f7	2026-04-18	Codex	feat: add framework-neutral types (Hit / Inventory / ContextWindow)
833f84d213728c381adba500c418bd2584902416	833f84d	2026-04-18	Codex	refactor: extract where-clause builder to kms/filters
e0b9eedd4b904574264d369884fd21ed57900105	e0b9eed	2026-04-18	Codex	feat: add framework-neutral public API (kms.api)
2192c7b9eb7b38f2c767d318a4cb8efa6dba3811	2192c7b	2026-04-18	Codex	refactor: move kms/tool/ to kms/adapters/langchain as thin wrappers
b94d55a4735406d32dc17ab4a6e4b514204d5547	b94d55a	2026-04-18	Codex	refactor: move ChatSession to kms/agent/session, decouple evaluation from cli
caa76a40aa1226b88a34ee4b4325315b618a7264	caa76a4	2026-04-18	Codex	feat: expose public API at kms top-level
d52b4d127a896e7b9ff6918bdc6184ce8e63ca9e	d52b4d1	2026-04-18	Codex	chore: verify decoupled library boundaries
968edf0c0a486ca05ae92e45ef38657765ce4673	968edf0	2026-04-18	Codex	refactor: extract agent layer from kms core
8f676ca4bf29c02ce822927294cd67c38b608db2	8f676ca	2026-04-18	Codex	refactor: rename core packages to rag and agent
6be7f94246ad89afd49ce0b3fcbff0001dd49ab9	6be7f94	2026-04-18	Codex	refactor: treat repo root as a rag-agent workspace
4158b0c6ee7789752df79bcd48716645dc0de1da	4158b0c	2026-04-18	Codex	refactor(rag): stop guessing host project via __file__
e687925ef7193ddb33ebb6a58e14c4ce1e642d47	e687925	2026-04-18	Codex	refactor(agent): own LLM providers instead of importing rag.llm
365fef2b7ea3e614508cbea1b80bc90547affeca	365fef2	2026-04-18	Codex	feat(rag): add list_chunks API so consumers stop touching rag.store
b17b855aa2689d0cd5cecb13435277aac83c5fcd	b17b855	2026-04-18	Codex	refactor(rag): drop langchain-openai from rag — agent owns that helper now
0598ec351d90da0a478c99b9a7fd09c82be095b4	0598ec3	2026-04-18	Codex	refactor(rag): nest package inside its own project directory
8c320a3d7315741059240355ce036ba8d3a32b8e	8c320a3	2026-04-18	Codex	build: split workspace into agent and rag — each with own conda env + poetry
0ad1922df15808881f1652de00fbfe1782d3b4b5	0ad1922	2026-04-18	Codex	chore: drop stale repo_split_plan.md
176198322fae4d4bb127a6a811684208ea9a08b8	1761983	2026-04-18	Codex	refactor: move rag out of app; depend on it via ../rag path
6eee212f5b7f2788848cfb67aa4889f130b71ddd	6eee212	2026-04-18	Codex	docs: update info.md for external rag
7b9c8d5d9cb584b463e58a0ca860bec9c361d110	7b9c8d5	2026-04-18	Codex	fix: point rag path dep at ../rag in pyproject.toml
d9eb2ffd92ed44951dfde706d09495932aef8334	d9eb2ff	2026-04-18	Codex	chore: ignore .pytest_cache in app
05003053c10eafe337925b88b873e0a08c8e68e7	0500305	2026-04-18	Codex	refactor: move store/eval → eval
912116232f9c9de4bf374dd884c1ee5bab7f170d	9121162	2026-04-18	Codex	feat(eval): default --output to eval/
2a676188b476ba61c768b11a155f41d3a9c630db	2a67618	2026-04-20	Codex	feat(agent): add turn-aware memory module with rolling compaction
42cfe459e5e045a2b516d10c72b34fd47fe375f8	42cfe45	2026-04-20	Codex	refactor(graph): accept optional extra_tools kwarg
4e62926012b32cc3d7f9c1d2ac099340f7a5b2e3	4e62926	2026-04-20	Codex	refactor(session): turn-aware state with rolling compaction
94a7e142bdcf4f3c9ab83c662f9f5b256d64b294	94a7e14	2026-04-20	Codex	test(memory): cover turn compaction triggers and prompt assembly
593d4a44b23428302bd0ddcd2e0df544143360a8	593d4a4	2026-04-20	Codex	build(deps): add langchain-mcp-adapters and mcp
78bc8bdf8c26d6d66176117de47b2e5fab18021b	78bc8bd	2026-04-20	Codex	feat(agent): add MCP stdio loader for Web Search and GitHub servers
3357bd3864e0c9ef4a0c86c8cdf0a604a097f8a4	3357bd3	2026-04-20	Codex	feat(session): tool-policy prompt and async ChatSession.create()
dcd8fc27a2ce26d6cac0eae436c45814b8abd33c	dcd8fc2	2026-04-20	Codex	feat(cli): async startup with MCP loading, plus .env.example and tests
7c09d4730d80326b387f7c23b20dcfcfb21352e6	7c09d47	2026-04-20	Codex	docs(note): MCP setup and opencode vs app-runtime distinction
aa4ba6594d3f4cc21ead04d6762dbe433fd14efd	aa4ba65	2026-04-20	Codex	refactor(config): move agent-only settings from rag to AgentConfig
e68db325012c7372c3c6bff3170fe4bd4ed16284	e68db32	2026-04-20	Codex	feat(cli): load app/.env on startup via python-dotenv
c0b851804162f3174e416a6dc0b5581a3e00ad5d	c0b8518	2026-04-20	Codex	fix(mcp): silence stdio parse-error spam from noisy MCP servers
1fc93bc09b8d13d3a685d2729aebe55cc663a08f	1fc93bc	2026-04-20	Codex	fix(session): make turn() async so MCP async-only tools work
01faf91785857034ddffaf26805e641dea30cac9	01faf91	2026-04-20	Codex	fix(cli): survive GraphRecursionError instead of killing the chat session
e381ddc7fd008399dde0c3a342e37cb9578021cb	e381ddc	2026-04-20	Codex	feat(cli): stream tool-call progress so long turns don't look hung
33d011bd2aa0d00d72529543658696085d72b04f	33d011b	2026-04-20	Codex	fix(mcp): silence MCP server stderr by wrapping launch in /bin/sh
9c39917efbb2e0ab1818be1e6fe6ba092e843b19	9c39917	2026-04-20	Codex	fix(mcp): filter subprocess stdout so only JSON-RPC lines reach the client
613dbcb75ef20346d4ab51fafa7ecdd280c7730c	613dbcb	2026-04-20	Codex	fix(graph): turn tool exceptions into tool messages instead of crashing turn
ef2ff46fd8aeb5bde4dde9195b535f920350c261	ef2ff46	2026-04-24	Codex	refactor(agent): bind rag tool contract
fff169915ce80e1c10f1afc75f4502a8bb0b6d50	fff1699	2026-04-25	Codex	refactor: drop dead RAG adapters, dead helper, fix chat CLI, update info title
30fb848892623dcadfda3663b2920b7b6226c250	30fb848	2026-04-25	Codex	build: track poetry.lock for reproducible installs
d795650fde5257987f23d2c3525212695b98c282	d795650	2026-04-25	Codex	feat(config): add agent_recent_turns_window for upcoming history_rag eviction
44cd3b30e15138879166189d2de67bf0cfb155e9	44cd3b3	2026-04-25	Codex	feat(history_rag): add ChatHistoryStore with module-level cache
e07c0e299adf53b457df2d89b7b59b045fd4bcac	e07c0e2	2026-04-25	Codex	feat(history_rag): add recall_history StructuredTool factory
07ebc6b7cc7a29d49b863cc4eb52466d7e7a340d	07ebc6b	2026-04-25	Codex	feat(graph): wire recall_history into the agent toolset
a377ad1d6ca41fa487a9d1500724a148fda245d9	a377ad1	2026-04-25	Codex	refactor(session): replace LLM compaction with vector-DB eviction
50bb2c449963307f8a9d17c723859e8e8c64c894	50bb2c4	2026-04-25	Codex	docs(info): describe history_rag long-term memory
d7b5063c4fbf7bf116f4e54f503ff08e43fe0c78	d7b5063	2026-04-26	Codex	fix(history): preserve unevicted turns during tool pruning
e562cf9b28b34e34a8c57fe5c5b11c2d38e50eb2	e562cf9	2026-04-26	Codex	test(history): cover recent-turn pruning boundary
31b8620146d5914e796e661d6cb226d63479dd5f	31b8620	2026-04-26	Codex	docs(history): clarify chat history persistence
b0fc5dd3172bd0663b014a89071d5fc1a2c65e30	b0fc5dd	2026-04-26	Codex	fix(session): flush recent turns on chat exit
37d2c6e20acef203b1ab05a27b820b84edb1c97f	37d2c6e	2026-04-26	Codex	test(session): cover chat exit history flush
808a8562c71cb454b8af519befca96910daed11e	808a856	2026-04-26	Codex	docs(history): document shutdown chat persistence
10eed6f7d8acd6a57149f7c0295779e95ca2b2b6	10eed6f	2026-04-26	Codex	fix(cli): normalize quit commands before dispatch
7c87d45e7008dc956dd07566f76a20b1686d2442	7c87d45	2026-04-26	Codex	test(cli): cover normalized quit inputs
eed4cfad957c2dc5b302b7ecfc78bfe756d4b70d	eed4cfa	2026-04-27	Codex	fix(session): inject history store into recall tool
35b17a63e22f8adfddb37a67190ed1524ca28e8e	35b17a6	2026-04-27	Codex	feat(eval): load configured MCP tools
a20268dd33468ec07b0f2969229a07efb0a68b83	a20268d	2026-04-27	Codex	feat(eval): expand behavior tool routing cases
3c0f3b75453b2bf71939b0e2bf3b017a29acca00	3c0f3b7	2026-04-27	Codex	feat(eval): record e2e tool traces
ada3ec94984a58d52ace5bf749d0112ed8d75c93	ada3ec9	2026-04-27	Codex	fix(eval): merge expected_first_tool with expected_first_tool_in instead of overwriting
7131f8b55ab4db4db6a6bb8ae7744fd5f5905b69	7131f8b	2026-04-27	Codex	feat(eval): skip behavior cases when required tools are not loaded
6318fb7c297e7f474e7f39e854ba03896c4c11ed	6318fb7	2026-04-27	Codex	test(eval): allow rag_explore as first tool for direct-search behavior cases
259ce199dbb9b9d505986461a62e63fafe1cee4a	259ce19	2026-04-27	Codex	fix(eval): isolate end-to-end runs from the real chat history store
97cd1c1e06ffd3aec7126c17e195238f934f9dcc	97cd1c1	2026-05-03	Codex	refactor(cli): inject chat line reader
245edef21d78f98caec4faf347b3ce2203b9724f	245edef	2026-05-03	Codex	feat(cli): use prompt_toolkit for chat input
7a92f4016bb24a48b3def9c10a4359363f5ed663	7a92f40	2026-05-03	Codex	feat(cli): add slash commands and completion
3b7a3b4213b442d65de4c2ddde7091cba278223d	3b7a3b4	2026-05-03	Codex	build(env): use conda app env for poetry installs
086cd586f06f62bfe021c155a677e01a27e53c77	086cd58	2026-05-04	Codex	feat(cli): add /ingest, /sync, /prune slash commands
a06b76093ff0f0e7114af01859a5d222e71887fc	a06b760	2026-05-04	Codex	fix(cli): make /clear also wipe the scrollback buffer
51765b0d027c85ee077bce42b5f102fc1b596cd8	51765b0	2026-05-04	Codex	feat(cli): add /init to ingest the parent repo minus this app
b0b2184755ca94f880f9701e0aba8088e9ccc635	b0b2184	2026-05-07	Codex	feat(tools): add agent/tools package with read_file tool
78638688ebe1185005b48cea595d561435087d7c	7863868	2026-05-07	Codex	feat(graph): register read_file tool in chat graph
1d7ba89b9a0bdbd71c43a707459d4dcaee84ef09	1d7ba89	2026-05-07	Codex	test(tools): cover read_file happy path and error cases
145af260dcfb1502e3887ef2c7bffac9a29889d0	145af26	2026-05-07	Codex	Buid skills guide
00e10c846f38b898d161c1e128e0ef5cb35d5880	00e10c8	2026-05-07	Codex	Add local skill tracing and academic writing skill
4d2620b6e36e1c1e1da817ac482936f49fb5ba4f	4d2620b	2026-05-10	Codex	Add discussion turn metadata
b4e983b44e19088df3ba2fa33182fd9bce180f2d	b4e983b	2026-05-10	Codex	Add MCP tool family metadata
7cdea456f1841cc4dce41429459b33f19bde67f7	7cdea45	2026-05-10	Codex	Persist discussion turns to markdown
28b498e74a0674e5d076aebc993aa95e82f54fe0	28b498e	2026-05-10	Codex	Expose discussion mode in CLI
71bbbff0cf45078076f9dfeb1f3056fa3980d9e6	71bbbff	2026-05-10	Codex	Rename discussion mode to plan mode internally
1ee453c75d311602b6a6b1eb729a7957b42ea75a	1ee453c	2026-05-10	Codex	Replace /discuss with /mode framework
7920ab2b7292324578dc48f8a4cabf93cc209898	7920ab2	2026-05-10	Codex	Log all tool results in plan log markdown
8241ab6c89e9c5e781fb9b0bc720174ca64398b8	8241ab6	2026-05-10	Codex	Inject plan-mode hint into prompt history
34c95a87e01c5a2c9cfc900d618a1fde6a293e76	34c95a8	2026-05-10	Codex	Gitignore plan_logs/
2031752a7ed864c36169325756fd57cc2723f9f4	2031752	2026-05-10	Codex	Add bash tool with mandatory user approval
719337077982aa4d101696d5782588a19bcaa714	7193370	2026-05-10	Codex	Wire bash tool into chat graph and system prompt
20882ba1a3e18adeb6fcf197343c7a2427d364ab	20882ba	2026-05-14	Codex	docs: refresh architecture overview to cover bash, skills, and plan mode
a3c640e3d388e93733710326bf1467b26ff848de	a3c640e	2026-05-14	Codex	chore(skills): add academic paper manifest
749494e771484c249ad53e0d00000234adf6099f	749494e	2026-05-14	Codex	feat(skills): add capability broker
b635c8b083711ef908df05424a4fa9d3245d10f6	b635c8b	2026-05-14	Codex	feat(skills): add skill runtime loader
e5f38ee73f7ed8456ebee561f39fa1f809154bf2	e5f38ee	2026-05-14	Codex	feat(state): add skill runtime fields
037590a1cfca82ab17cad7e697467a9cfa1ce550	037590a	2026-05-14	Codex	feat(session): wire active skill runtime
cda88c3eb5e434ad9135797e76dccd88932df8be	cda88c3	2026-05-14	Codex	feat(cli): add skill slash command
77b8b6df9ee517c0f7e93e957d2d596060ce5c98	77b8b6d	2026-05-14	Codex	feat(tools): make read_file skill-root aware
692763bab8c154af156a153164c028ea71339a6a	692763b	2026-05-14	Codex	feat(graph): add skill loader node
d03857af0b8d9809af666b7d2c8d69098cd67ec1	d03857a	2026-05-14	Codex	feat(config): expose skill runtime toggles
7866359d4f8f95d6ff1da3c43b18bad9eb7c7a34	7866359	2026-05-14	Codex	feat(graph): enforce skill tool policy
473c0103fe88e8112c86188d12648ea0744fd5f1	473c010	2026-05-14	Codex	feat(graph): bind tools per active skill
e134d86dc31b5778a6c3061bfb4c85c30f7b10ea	e134d86	2026-05-14	Codex	feat(graph): validate active skill responses
a0dc7c6e7633febf2b59e7356e7af26e8dd3314f	a0dc7c6	2026-05-14	Codex	test(skills): add runtime adherence coverage
28e8ef8b00e2a64e06e11730f9224d88620ef267	28e8ef8	2026-05-14	Codex	refactor(skills): remove static metadata block from system prompt
1580f3977efd340dc2ca87e611954a98ad10722f	1580f39	2026-05-14	Codex	refactor(cli): drop skill startup banner
4e17416649159be810ea199b2abd080a576f155d	4e17416	2026-05-14	Codex	feat(skills): clarify user-activation model in system prompt
837ebf21a9ec12ecce6670f3457f4812fa94f958	837ebf2	2026-05-14	Codex	feat(prompt): enforce traditional Chinese and language matching
ae91092cfa8e361af7c464c711d1c25fb8bc7074	ae91092	2026-05-14	Codex	feat(bash): show Enter-denies hint in approval prompt
4cc018de8a659c98a9a7108d70a8885a0d15871e	4cc018d	2026-05-14	Codex	fix(cli): treat blank input as redisplay, not exit
bb7fed6c28cd9fb4e6bb8e3e0ed0c6a2716aecb3	bb7fed6	2026-05-14	Codex	docs: rewrite info.md for skill runtime overhaul
a09f4b0ecc5c67ba74a3ab150779921b8bc2b175	a09f4b0	2026-05-18	Codex	fix(cli): translate skill activation errors
dadd58e791cc154c875d64428864b180072f8f70	dadd58e	2026-05-18	Codex	fix(skills): make tool policy explicit
9d3e07e2918997175cb757b6e51d81ea336dc050	9d3e07e	2026-05-18	Codex	fix(skills): mark denied tools as errors
7856576a806a973bbe1440cef906e1570ece639c	7856576	2026-05-18	Codex	fix(tools): keep skill resources scoped
6729d77ec0914b73902c6f0f09e33d0bf3fede94	6729d77	2026-05-18	Codex	feat(skills): cap pinned context size
7dc721d803e5da79945d6a9eecef3eed31dc7461	7dc721d	2026-05-18	Codex	fix(tools): block sensitive file reads
df31826a3a93dc19e2bebd6972983dffcac577cd	df31826	2026-05-18	Codex	feat(skills): validate manifests
fd882f3dc6706613a27337eaba0254694c7c43e0	fd882f3	2026-05-18	Codex	refactor(skills): register deterministic validators
ad78d0268f8b8b0fb5489b51b6470d67522d0010	ad78d02	2026-05-18	Codex	docs(skills): expand academic writing references
72b915f04db209cb604bfa5f576180d83d0ed2bb	72b915f	2026-05-18	Codex	docs(skills): align runtime documentation
59aa8e0d00dc2177062c51cd5820711c9f423d07	59aa8e0	2026-05-24	Codex	Add thinking mode slash command
a5dc6ff54ffa4a8cda179b754b30c42bc2252f42	a5dc6ff	2026-05-24	Codex	Add extended thinking schemas
02a674f7dbfd469f266e84b369518d45ddb77d5e	02a674f	2026-05-24	Codex	Wire extended thinking controller
41c6bed145aa5aef9fddc2fca550f74c9d747d05	41c6bed	2026-05-24	Codex	Add thinking reviewer eval suite
e8cd8d518847f462282f219288587db821ad925f	e8cd8d5	2026-05-24	Codex	Prioritize blocker review routing
cfc79fd319a52e52020187d550f4a31937a7b210	cfc79fd	2026-05-24	Codex	docs(thinking): replace v2 plan with v3 design
a32667536f213c6230b7b67079535c0dfb9ed711	a326675	2026-05-24	Codex	Add thinking role model config
ddaa7b94f53053dbbbdf2f73aa44021703ee44ce	ddaa7b9	2026-05-24	Codex	Guard extended thinking activation
1c18c0defbe62dbb32755266590c3e74d00bce1f	1c18c0d	2026-05-24	Codex	Vendor prompt-master skill
88fb116a0b43576d5ab0775a920ae0dccd8f342d	88fb116	2026-05-24	Codex	Implement v3.4 extended thinking flow
5c8dbffa18371d0dc14734446fb42d80bd2569dc	5c8dbff	2026-05-24	Codex	Document extended thinking skill helper
1b47138c9f20bb132f48e3217f90477ef3ddb267	1b47138	2026-05-24	Codex	Configure extended thinking models
7de10c1a195c51f2efe335b854f025fcfaa9bf37	7de10c1	2026-05-24	Codex	Add interactive thinking mode picker
c06d9fb83b2ce1d0b15b3bd57ce5c78bed426437	c06d9fb	2026-05-24	Codex	Enforce per-turn tool budget
7e609e415f92e7413a9684dd791e35804060511a	7e609e4	2026-05-24	Codex	fix(thinking): enforce Traditional Chinese in reviewer / rewrite / repair prompts
c43ed9a68b584bb7fa27d15de3e72a1acb59014d	c43ed9a	2026-05-24	Codex	fix(cli): drop description column from /skill picker
0587c67940093bb5907040f5fbc58545a4915724	0587c67	2026-05-24	Codex	fix(config): raise thinking_reviewer_max_tokens to 4096
147e918df1fad83228e65035bad622b4cde2dfbb	147e918	2026-05-24	Codex	Problem to be solved saved
60945d3240339fc67b6500cba8e80079a3688ccd	60945d3	2026-05-25	Codex	P0: add academic history search capability
fbfe550758ab5152265a6129ba50c4e08e0fda31	fbfe550	2026-05-25	Codex	P1a: add shared tool availability helper
d25e40d05cef02d15e2cd9a1994a86c1e22e9170	d25e40d	2026-05-25	Codex	P1b: pass tool availability to rewrite prompts
37371d411d65a303baaf4a278d61412150c8ef10	37371d4	2026-05-25	Codex	P1c: pass tool availability to review prompts
352afa6df34f135ae7593936d82f9d2547ed996a	352afa6	2026-05-25	Codex	P1d: inject tool availability into extended session
7917b7e7239c1af84fc165114e2a339df3922a82	7917b7e	2026-05-25	Codex	P2: route retrieval gaps back to reviser
4db22f320e782e22f86fc97b65ffc9adda69df5b	4db22f3	2026-05-25	Codex	P4: document skill tool availability rules
61b87c4ee495d54c108feea8bdab50829e73b3d1	61b87c4	2026-05-25	Gary_Chiang	Merge pull request #1 from Minervamuses/fix/history-tool-availability
fdf906ec691a64699d40523fc764c3ac61e3ae8b	fdf906e	2026-05-25	Codex	fix(thinking): harden review routing safeguards
55e604b7e4d8ebfa3ff4932e7a3261eaa9a1eeac	55e604b	2026-05-27	Codex	docs: preserve evaluation and history availability notes
859a7386c4a466bae722588570ecb95784a15e53	859a738	2026-05-28	Codex	config: switch main agent to deepseek v4 pro
4b20d2285cd3774eb28cd5c38bcc9870d2696190	4b20d22	2026-05-28	Codex	eval: add dataset loader schema validation
e2615834bd9b91da6144c94e6dd6db0bcdb9ebfc	e261583	2026-05-28	Codex	eval: add append-only run ledger
700a86b4167b37986ac9a049133c8db809cc7759	700a86b	2026-05-28	Codex	eval: add reproducibility metadata fingerprints
